ID,工作项类型,严重程度,标题,状态,负责人,截止日期,预估工时（小时）,已登记工时（小时）,剩余工时（小时）,重新打开-停留次数,创建者,创建时间,所属项目
#2992,缺陷,Major,ST[GTUDT]  设备下发GTUDT的mode参数不在协议定义范围的参数，协议定义范围0|2，下发1命令成功,关闭,walker.wang-HFSW,,1h,1h,0h,0,secret.wang-HFST,2023/7/17 17:34,GV500CG
#2988,缺陷,Major,ST[GTDAT]设备下发GTDAT的mode参数不在协议定义范围的参数，协议定义范围0|2|4|5，下发1|3命令成功,关闭,walker.wang-HFSW,,1h,0h,1h,0,secret.wang-HFST,2023/7/17 16:50,GV500CG
#2954,缺陷,Critical,ST[RTO]<Output Direction>=0|1|3时，RTO触发的对应报文均通过服务器上报,关闭,walker.wang-HFSW,,3h,2h,1h,0,ciara.bai-HFST,2023/7/17 10:59,GV500CG
#2916,缺陷,Critical,ST[SSR]<Long Stop>非0，设备上报+RESP:GTSTR报文后静止设备<Time to Stop>，无+RESP:GTSTP报文上报，但RESP:GTSTP报文正常上报,关闭,walker.wang-HFSW,,3h,2h,1h,0,ciara.bai-HFST,2023/7/14 17:12,GV500CG
#2773,缺陷,Major,ST[FRI]定时多点上报且<Wrap Corner Point>=1，设备21状态时定时上报的<Report ID|Report Type>=11，且<Report ID|Report Type>与最后一个点的<GNSS Trigger Type>无关,关闭,walker.wang-HFSW,,0h,0h,0h,0,ciara.bai-HFST,2023/7/12 13:30,GV500CG
#2754,缺陷,Critical,ST[FRI]设备重新开机，FRI Mode 1|5，<Power Saving Mode>=0|1|2，切换设备点熄火静止状态，+RESP:GTFRI报文均按照<Send Interval>定时上报,关闭,walker.wang-HFSW,,5h,5h,0h,0,ciara.bai-HFST,2023/7/12 10:00,GV500CG
#2695,缺陷,Critical,ST[TOW]<Tow Enable>=1，达到拖车条件，设备不进入16状态，+RESP:GTINF中<Motion Status>=1A，无GTTOW和GTSTT报文产生,关闭,walker.wang-HFSW,,2h,2h,0h,0,ciara.bai-HFST,2023/7/11 9:40,GV500CG
#2682,缺陷,Critical,ST[CFG]<Backup Battery Charge Mode>=0|1，连接外电，设备不充电，不会上报+RESP:GTBTC报文，INF报文中<Charging>值为0,关闭,walker.wang-HFSW,,10h,6h,5h,0,ciara.bai-HFST,2023/7/10 19:10,GV500CG
#2047,缺陷,Major,ST[GV57CEU-CAN]CAN/CLT报文中的Total Vehicle Engine Overspeed Time参数格式错误,关闭,walker.wang-HFSW,,7.5h,5h,2.5h,0,shyla.wu-HFST,2023/6/20 11:53,GV57CG
#1495,缺陷,Major,ST[RMD]触发RMD波形4常闪，关闭Mode的同时设备为波形1，此时output1常亮,关闭,walker.wang-HFSW,,15h,7.5h,7.5h,0,shyla.wu-HFST,2023/6/5 18:54,GV57CG
#1446,缺陷,Major,ST[DOS]PDS保存，渐变波形期间重启设备，重启期间output1会保持常亮,关闭,walker.wang-HFSW,,7.5h,0h,7.5h,0,shyla.wu-HFST,2023/6/3 11:06,GV57CG
#336,缺陷,Major,ST[HRM]回读的配置与协议不一致,关闭,walker.wang-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/4/19 12:46,GV57CG
#178,缺陷,Major,ST[QMS]上报的DMR报文中包含蓝牙信息,关闭,walker.wang-HFSW,,0h,0h,0h,1,shyla.wu-HFST,2023/4/18 15:32,GV57CG
#10561,任务,,GL33CG：支持QLDBG查询指令,未开始,vincent.cui-HFSW,,0h,0h,0h,,mika.li-HFST,2024/2/29 9:50,GL33CG
#10405,缺陷,Major,ST[GTIDC]定位成功环境下，上报精度依然为0,关闭,vincent.cui-HFSW,,0h,0h,0h,1,reese.wang-HFST,2024/2/26 16:22,GV350CEU
#10157,FAE_BUG,,SW[GV58LAU_R02A04V16] Polygonal Geofence ID 20+ don't work [Santiago],RESOLVED,vincent.cui-HFSW,,0h,0h,0h,,felipe.mendez,2024/2/20 7:13,GV58LAU
#10059,缺陷,Critical,ST[GTIDS]下发2500个ID，然后RTO-2回读，回读到的其中一组数据中间带有逗号导致MT工具也会回读错误,关闭,vincent.cui-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/2/5 15:12,GV350CEU_MOB
#9940,缺陷,Critical,ST[GTIDS]GTIDS命令回读缺少ID Type和Length of ID Number参数,关闭,vincent.cui-HFSW,,0h,0h,0h,0,alisa.zong-HFST,2024/2/4 11:48,GV350CEU_MOB
#9800,缺陷,Critical,ST[SVR]主从配对成功后，主机蓝牙未关闭,关闭,vincent.cui-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/2/2 11:44,GV58LAU
#9568,缺陷,Major,ST[异常重启-蓝牙]设备异常断电后，给设备重新上电，设备重启回来后不上报CAN报文,关闭,vincent.cui-HFSW,,0h,0h,0h,0,bella.ge-HFST,2024/1/30 11:26,GV305CEU
#9531,任务,,TZA项目Config Option与word协议转RST文件,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2024/1/29 19:51,Protocol_Dev
#9501,缺陷,Major,进入紧急模式RF433打开状态，待机耗流偏高,拒绝,vincent.cui-HFSW,,0h,0h,0h,0,peach.bao-HFHT,2024/1/29 13:35,GL33CG
#9430,缺陷,Major,ST[GEO]GEO任一个ID配置 Trigger Mode:和Trigger Report参数，点火状态重启后该ID参数会恢复成默认值,关闭,vincent.cui-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/1/26 13:48,GV58LAU
#9408,缺陷,Major,ST[GEO]GEO任一个ID配置 Trigger Mode:和Trigger Report参数，点火状态重启后该ID参数会恢复成默认值,已修复,vincent.cui-HFSW,,0h,0h,0h,0,ice.zhou-HFST,2024/1/25 19:39,GV75LAU
#9343,任务,,TZA项目Config Option与word协议转RST文件,关闭,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2024/1/24 13:09,SW_APP
#9291,缺陷,Critical,ST[GTIDS]写满2500个ID，RTO-2回读大量ID丢失,已修复,vincent.cui-HFSW,,0h,0h,0h,0,leon.zhou-HFST,2024/1/23 11:54,GV355CEU_MOB
#9283,任务,,优化AT+GTSVR流程图,未开始,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2024/1/23 10:23,SW_APP
#8807,缺陷,Critical,"ST[PEO]配置PEO,上报GTGIN报文格式与协议不一致",关闭,vincent.cui-HFSW,,0h,0h,0h,0,anna.kong-HFST,2024/1/9 15:57,GV305CEU
#8785,缺陷,Normal,ST[SMS]短信下发AT指令前面加多个%、@组合字符，设备不响应该条命令,待处理,vincent.cui-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/9 11:54,GL33CG
#8720,任务,,修改AT+GTIDS的查询结果与下发一致,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2024/1/8 14:01,SW_APP
#8605,任务,,GL33 Omnilink客户定制参数送测,已完成,vincent.cui-HFSW,2024/1/9,0h,0h,0h,,eden.cao-HFPM,2024/1/4 14:52,GL33
#8555,缺陷,Major,ST[电量]GPS关闭，一天一报的配置无法满足41天待机时长,关闭,vincent.cui-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/3 13:45,GL33CG
#8253,缺陷,Major,ST[UPC]UPC升级全配置文件后，RTO-4设备重置,关闭,vincent.cui-HFSW,,0h,5h,0h,0,nina.du-HFST,2023/12/25 11:57,GV58LAU
#8230,缺陷,Normal,ST[IEX]配置IEX和OEX，且都进入触发态，关闭IEX，FRI报文中IEX仍为输出态,关闭,vincent.cui-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/12/22 17:44,GV310LAU
#8092,缺陷,Critical,ST[SSR]   设备场测过程中，静止没有到设置60s就上报GTSTP报文并且设备在动的过程中上报了GTSTP报文,关闭,vincent.cui-HFSW,,0h,0h,0h,0,secret.wang-HFST,2023/12/21 10:00,GV500CG
#7941,任务,,GL33CG:FAE样品测试结果反馈跟进,关闭,vincent.cui-HFSW,,0h,0h,0h,,willie.liu-HFPM,2023/12/18 9:35,GL33CG
#7809,缺陷,Normal,ST[SVR]主从配对成功后，主机重启后会上报一两条开机报文,待讨论,vincent.cui-HFSW,,0h,0h,0h,0,nina.du-HFST,2023/12/13 16:49,GV58LAU
#7666,缺陷,Major,"ST[GTFRI]PSM=1,设备由点火到熄火状态，GTFRI在<Continue Time>内按照Send Interval时间上报后没有报文上报",关闭,vincent.cui-HFSW,,0h,0h,0h,0,vicky.huang-HFST,2023/12/8 17:20,GV500CG
#7540,PROTOCOL,,在AT+GTSVR功能中添加<RF Control Mode>,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2023/12/6 16:21,GV58LAU
#6835,PROTOCOL,,在AT+GTCFG的Report Append Mask中添加Temprature，FRI报文和GSM报文上报温度值,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2023/11/14 14:06,GL33
#6621,缺陷,Normal,ST[SFM]A01V17和A01V16版本分别实测跟飞行场测，目前都没有进入飞行模式,关闭,vincent.cui-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2023/11/7 16:08,GL33CG
#6451,缺陷,Normal,ST[GTPEO]PEO mode 1|2 触发output，开启PDS保存PEO，重启后保存设备状态，OUT灯亮一下后会熄灭,待处理,vincent.cui-HFSW,,0h,0h,0h,0,bella.ge-HFST,2023/10/31 19:36,GV305CEU
#6322,PROTOCOL,,AT+GTCFG中的<LED ON>添加模式0：LED灯保持关闭状态,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2023/10/27 9:39,GL33
#6190,缺陷,Major,ST[PEO]设备进行peo进出圈操作，设备多次一次性下发19条peo命令，期间有进行重启设备，等到再次下发PEO命令，设备不能触发进出圈报文,关闭,vincent.cui-HFSW,,0h,0h,0h,0,bella.ge-HFST,2023/10/24 15:02,GV305CEU
#6098,缺陷,Normal,ST[SFM]灌数据期间，出现异常现象汇总,待处理,vincent.cui-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2023/10/20 11:59,GL33CG
#5962,缺陷,Critical,ST[CFG]配置Time Advance (Optional)，但是FRI和GSM报文中该参数为一直是空,待处理,vincent.cui-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2023/10/17 13:16,GL33CG
#5720,缺陷,Major,"ST[GEO]开启Trigger Mode,熄火上报GES之后进行一次点熄火切换后再点火，出圈上报GTGOT之后再熄火，会上报两条GTGES",已修复,vincent.cui-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/10/9 15:24,GV57CG
#5692,缺陷,Critical,ST[GTGEO]PDS未开启，所有ID全部配置，在圈内重启回来不会上报GTGIN报文,关闭,vincent.cui-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/10/8 17:37,GV57CG
#3406,任务,,AT+GTTLS命令添加,已完成,vincent.cui-HFSW,,0h,0h,0h,,vincent.cui-HFSW,2023/7/28 19:34,GL33CG
#2901,缺陷,Normal,ST[GEO]触发parking fence后设备出圈后不上报GOT报文，FRI报文Report ID|Report Type为12,关闭,vincent.cui-HFSW,,0h,0h,0h,0,zoe.tan-HFST,2023/7/14 14:48,GV500CG
#339,缺陷,Major,ST[HRM&INF]IOS部分的最后一位展示错误,关闭,vincent.cui-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/4/19 13:21,GV57CG
#335,缺陷,Critical,ST[HRM&CRD]HRM命令中的CRD Mask与协议对不上,关闭,vincent.cui-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/4/19 12:43,GV57CG
#10596,缺陷,Major,ST[power mode]GTCFG的power mode为3时，熄火内电池充电没充满断开外电再上电使用内电池供电出现内电压回冲较大现象,待处理,todd.zheng-HFSW,,0h,0h,0h,0,ida.li-HFST,2024/2/29 15:06,GV57CEU
#10502,缺陷,Major,ST[BAS]Technoton配件下，设备能扫描到配件上报BAR报文，但ERI报文里不显示配件信息,关闭,todd.zheng-HFSW,,0h,0h,0h,0,ice.zhou-HFST,2024/2/28 11:21,GV50CME
#10459,缺陷,Major,ST[DOG]GTCAN功能不使能也能触发no can interval重启,关闭,todd.zheng-HFSW,,0h,0h,0h,0,dale.liang-HFST,2024/2/27 16:02,GV58CEU
#10398,缺陷,Major,ST[SSR]UPD升级至A03V07版本<Fast STP Mode>参数默认值不为0,关闭,todd.zheng-HFSW,,0h,2h,0h,0,mika.li-HFST,2024/2/26 14:47,GV57CEU
#10348,缺陷,Major,ST[SRI]<Special SACK Enable>下发失效,关闭,todd.zheng-HFSW,,0h,0h,0h,0,mika.li-HFST,2024/2/23 15:15,GV57CEU
#10254,FAE_BUG,,MT[GV310LAU] FVR mask addition error [Hunter],RESOLVED,todd.zheng-HFSW,,0h,1.5h,0h,,felipe.mendez,2024/2/22 8:03,GV310LAU
#10100,缺陷,Critical,ST[CAN]配置连接蓝牙CAN，设备重启后配置丢失,关闭,todd.zheng-HFSW,,0h,0h,0h,0,nina.du-HFST,2024/2/6 16:59,GV58LAU
#10078,缺陷,Critical,ST【配置文件】设备重启，BAS命令以及UDF命令中部分id的配置丢失,关闭,todd.zheng-HFSW,,0h,0h,0h,0,drake.yao-HFST,2024/2/5 19:22,GV58CEU
#10052,缺陷,Major,ST[DOG]No CAN Interval参数仅支持0下发，且查询仍为默认值,关闭,todd.zheng-HFSW,,0h,1h,0h,0,abel.xiang-HFST,2024/2/5 14:38,GV310LAU
#10007,缺陷,Critical,ST[CAN]设备全配并连接蓝牙CAN，设备断电重启，BAS中CAN的配置会丢失,关闭,todd.zheng-HFSW,,0h,3h,0h,0,abel.xiang-HFST,2024/2/5 14:24,GV310LAU
#9968,缺陷,Major,ST[电池]按需充，开启PDS，重启回来不会上报GTBTC，实际可以进行充电,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/2/4 17:03,GV57CG
#9844,缺陷,Major,ST[UDF]UDF新增的参数无法兼容老的命令,关闭,todd.zheng-HFSW,,0h,1h,0h,0,abel.xiang-HFST,2024/2/4 10:16,GV310LAU
#9841,缺陷,Critical,ST[OWL]A07V05版本未同步OWL功能,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,abel.xiang-HFST,2024/2/4 10:02,GV310LAU
#9779,需求,,SW [GV310LAU] Watchdog added random time interval [Hunter],进行中,todd.zheng-HFSW,2024/3/13,0h,0h,0h,,felipe.mendez,2024/2/2 4:04,GV310LAU
#9773,缺陷,Critical,ST[UPD]A06V10版本与A07V05版本互相FOTA升级，版本升级成功但是报302,关闭,todd.zheng-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/2/1 18:45,GV310LAU
#9671,缺陷,Critical,ST[SSR]GTSSR功能添加<Fast STP Mode>后，协议版本号没有升级,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/31 14:03,GV57CEU
#9664,任务,,GV310LAU DOG添加参数<can no interval>,已完成,todd.zheng-HFSW,,0h,0h,0h,,todd.zheng-HFSW,2024/1/31 11:39,GV310LAU
#9401,缺陷,Normal,"ST[协议]协议中GTGOT,GTGIN的ASCII格式有问题",关闭,todd.zheng-HFSW,,0h,0h,0h,0,eva.wang-HFST,2024/1/25 17:05,GV50CME
#9395,任务,,GV310LAU  缩减AT命令保存参数的文件个数,已完成,todd.zheng-HFSW,,0h,17h,0h,,todd.zheng-HFSW,2024/1/25 16:00,GV310LAU
#9324,FAE_BUG,,SW[GV310LAU_A05V17]Problems to update the GV310LAU´s[Satrack],RESOLVED,todd.zheng-HFSW,,0h,0h,0h,,hector,2024/1/24 2:10,GV310LAU
#9239,缺陷,Critical,ST[DOG]设备不设置BAS连接蓝牙CAN也会触发No CAN Interval重启,关闭,todd.zheng-HFSW,,0h,0h,0h,0,dale.liang-HFST,2024/1/22 11:50,GV58CEU
#9216,缺陷,Major,ST[dog]No CAN Interval触发重启间隔错误,关闭,todd.zheng-HFSW,,0h,0h,0h,0,dale.liang-HFST,2024/1/20 20:30,GV58CEU
#9215,缺陷,Major,ST[DOG]No CAN Interval支持范围与协议不符,关闭,todd.zheng-HFSW,,0h,2h,0h,1,dale.liang-HFST,2024/1/20 19:46,GV58CEU
#9114,缺陷,Major,ST[UDF] 开启Input improve mask，重启重新出发CMD,关闭,todd.zheng-HFSW,,0h,1h,0h,0,diana.ye-HFST,2024/1/17 17:45,GV310LAU
#9104,缺陷,Critical,ST[版本号]硬件版本号及协议版本号错误,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/17 15:58,GV50CME
#9103,缺陷,Critical,ST[BTS]Bluetooth Name默认为GV57CEU,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/17 15:55,GV50CME
#9093,缺陷,Critical,ST[协议]目前最新协议的HBM描述不全，缺少Report ID|Report Type很多状态说明,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/17 11:58,GV57CEU
#9077,缺陷,Major,ST[UDF] 不开Input improve mask，重启不会重新出发CMD,关闭,todd.zheng-HFSW,,0h,2h,0h,0,diana.ye-HFST,2024/1/16 20:23,GV310LAU
#9076,缺陷,Major,ST[UDF] 开启PDS和Input improve mask，第一次重启Input improve mask不起作用,关闭,todd.zheng-HFSW,,0h,1h,0h,0,diana.ye-HFST,2024/1/16 19:55,GV310LAU
#9042,缺陷,Major,ST[DOG]设备无报文上报时，设备经常DOG重启,待讨论,todd.zheng-HFSW,,0h,0h,0h,0,diana.ye-HFST,2024/1/16 11:25,GV310LAU
#8995,缺陷,Critical,ST[RTO]gtlam报文中多了HRM命令,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/15 11:49,GV57CEU_ITR
#8973,缺陷,Critical,"ST[SLM]协议中已删除Mode2,实际下发还会生效，同时协议中应该删除GTSLM报文中Report ID 2的说明",关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/12 16:46,GV57CEU_ITR
#8916,缺陷,Critical,ST[灯]2.02硬件上电开机过程中output1会常亮,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/11 18:17,GV57CEU_ITR
#8901,缺陷,Critical,ST[DNS]DNS参数下发有问题,关闭,todd.zheng-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/11 14:33,GV57CEU_ITR
#8898,缺陷,Major,ST[DNS]Primary DNS server和Secondary DNS server均设置为255.255.255.255，报文无法上报到主服务器，与协议中note描述不一致,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/11 14:23,GV57CEU_ITR
#8852,需求,,SW[GV310LAU] Include ID Authentication status in UDF [Berman GPS],关闭,todd.zheng-HFSW,2024/1/29,0h,5h,0h,,rperez,2024/1/10 13:50,GV310LAU
#8832,缺陷,Major,ST[DNS]Primary DNS server和Secondary DNS server均设置为255.255.255.255，报文无法上报到主服务器，与协议中note描述不一致,关闭,todd.zheng-HFSW,,0h,0h,0h,0,freda.wang-HFST,2024/1/9 18:34,GV57CEU
#8779,缺陷,Critical,ST[协议版本号]协议版本号错误,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/9 10:57,GV57CEU_ITR
#8769,任务,,提供能抓Dump 的临时版本,关闭,todd.zheng-HFSW,2024/1/17,0h,9h,0h,,forrest.cao-HFPM,2024/1/9 9:58,GV310LAU
#8753,缺陷,Major,ST[SMS]AT命令前有%%下发失败,关闭,todd.zheng-HFSW,,0h,2h,0h,0,diana.ye-HFST,2024/1/8 17:22,GV310LAU
#8726,缺陷,Major,ST[CAN]CAN Report Expansion Mask参数回读长度和协议不一致,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,freda.wang-HFST,2024/1/8 14:30,GV57CEU
#8716,缺陷,Major,"ST[GEO]开启Trigger Mode,熄火上报GES之后进行一次点熄火切换后再点火，出圈上报GTGOT之后再熄火，会上报两条GTGES",待处理,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/8 12:00,GV57CEU_ITR
#8703,缺陷,Critical,"ST[SLM]目前硬件不支持SLM Mode2,请确认该模式是否应该从协议中删除",关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/8 10:19,GV57CEU_ITR
#8683,缺陷,Critical,ST[RTO-1C]ATI报文返回的IMEI号为空,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/5 16:12,GV57CEU
#8660,缺陷,Major,ST[RMD]切换RMD未知漫游到非漫游状态，不上报RMD:Roaming State>=0的报文,关闭,todd.zheng-HFSW,,0h,0h,0h,0,kivi.luo-HFST,2024/1/5 13:28,GV57CEU
#8620,缺陷,Major,ST[BSI]APN Authentication Methods默认值是1，GV57MG_ITR默认为0,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/4 16:01,GV57CEU_ITR
#8608,缺陷,Critical,STT[SRI]当Encrypt Type设为2时，会从IEMI号后半部分开始截取加密,关闭,todd.zheng-HFSW,,0h,6h,0h,0,shyla.wu-HFST,2024/1/4 14:58,GV57CEU_ITR
#8580,需求,,SW[GV310LAU] Preserve Device Logical State for Digital Inputs after a reboot [GTS],NO_FEEDBACK,todd.zheng-HFSW,2024/1/18,0h,10h,0h,,fpcastillo,2024/1/4 9:38,GV310LAU
#8579,任务,,GNSS工作模式 添加10,已完成,todd.zheng-HFSW,,0h,2h,0h,,todd.zheng-HFSW,2024/1/4 9:27,GV310LAU
#8551,任务,,GV58LAU_LOA 客户定制参数包,关闭,todd.zheng-HFSW,2023/12/25,0h,0h,0h,,nancy.yin-HFPM,2024/1/3 13:29,GV58LAU_LOA
#8536,缺陷,Critical,ST[SRI]Special SACK Enable设置不生效，功能不起作用,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,shyla.wu-HFST,2024/1/3 10:10,GV57CEU_ITR
#8528,缺陷,Major,ST[Encrypt Type]当SRI中Encrypt Type开启，QMS配置上报至平台，报文无法上报至平台,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2024/1/2 18:27,GV57CEU_ITR
#8523,缺陷,Critical,ST[CRA]Report ACC参数不起作用,关闭,todd.zheng-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2024/1/2 16:42,GV57CEU_ITR
#8519,缺陷,Major,ST[AIS]GTFLA报文中油位差小于设置的Fuel lost alarm,关闭,todd.zheng-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2024/1/2 14:08,GV310LAU
#8485,缺陷,Major,ST[BUFFER]设备存满buffer后释放，前面几条buffer报文序列号不连续,关闭,todd.zheng-HFSW,,0h,2.5h,0h,0,shyla.wu-HFST,2023/12/29 14:58,GV57CEU_ITR
#8441,缺陷,Major,ST[协议]A03V协议问题,关闭,todd.zheng-HFSW,,0h,1.5h,0h,0,freda.wang-HFST,2023/12/28 16:44,GV57CEU
#8437,缺陷,Major,ST[HRM]HRM回读缺少+CAN Mask,关闭,todd.zheng-HFSW,,0h,0.5h,0h,0,abel.xiang-HFST,2023/12/28 16:25,GV310LAU
#8436,缺陷,Critical,ST[SRI]Buffer Mode设为6下发后再置空下发，不会保存之前的配置，配置变为2,关闭,todd.zheng-HFSW,,0h,1h,0h,0,shyla.wu-HFST,2023/12/28 15:55,GV57CEU_ITR
#8404,缺陷,Critical,ST[BLE]CAN断电再上电之后，设备连接不上蓝牙CAN,关闭,todd.zheng-HFSW,,0h,7.5h,0h,1,dale.liang-HFST,2023/12/28 10:28,GV58CEU
#8329,缺陷,Major,ST[GTURT] Mode为35，长时间挂机下发DAT命令，设备异常重启,关闭,todd.zheng-HFSW,,0h,0h,0h,0,diana.ye-HFST,2023/12/26 17:26,GV310LAU
#8246,缺陷,Major,ST[GTURT]查询GTURT命令只返回了3个Reserved，与协议不符,关闭,todd.zheng-HFSW,,0h,0h,0h,0,abel.xiang-HFST,2023/12/25 10:37,GV310LAU
#8187,缺陷,Critical,ST[GIN/GOT]GTGIN/GTGOT报文与协议不一致,关闭,todd.zheng-HFSW,,0h,0.3h,0h,1,shyla.wu-HFST,2023/12/22 11:00,GV57CEU_ITR
#8177,缺陷,Major,ST[AVL] AVL阅读器Data to Send输入超过412字节的data，设备就会重启,关闭,todd.zheng-HFSW,,0h,2h,0h,0,diana.ye-HFST,2023/12/22 10:17,GV310LAU
#8099,PROTOCOL,,GV310LAU:增加buffer到25000条,已完成,todd.zheng-HFSW,,0h,0.5h,0h,,todd.zheng-HFSW,2023/12/21 10:43,GV310LAU
#8072,缺陷,Major,ST[AVL] Time of Last Serial Communication从5切还到disable再改变到1后，第一条报文5min才上报,关闭,todd.zheng-HFSW,,0h,1.5h,0h,0,diana.ye-HFST,2023/12/20 17:13,GV310LAU
#7955,缺陷,Major,ST[GTURT]Working Mode取值范围和协议不一致,关闭,todd.zheng-HFSW,,0h,0h,0h,0,diana.ye-HFST,2023/12/18 14:31,GV310LAU
#7866,FAE_BUG,,SW[GV310LAU_A05V17]Problems to update the GV310LAU´s[Satrack/Sitrack/SIS],RESOLVED,todd.zheng-HFSW,,0h,0h,0h,,hector,2023/12/15 2:13,GV310LAU
#7722,任务,,报文格式修改,已完成,todd.zheng-HFSW,,8h,4.5h,3.5h,,todd.zheng-HFSW,2023/12/12 11:34,GV57CEU_ITR
#7563,任务,,GV57CEU_ITR项目框架搭建以及将APP宏打开测试,已完成,todd.zheng-HFSW,,20h,15.5h,4.5h,,todd.zheng-HFSW,2023/12/6 19:01,GV57CEU_ITR
#7556,任务,,AT+GTCFG命令调整,已完成,todd.zheng-HFSW,,0h,0h,0h,,todd.zheng-HFSW,2023/12/6 18:51,GV57CEU_ITR
#7554,任务,,AT+GTBSI 命令调整,已完成,todd.zheng-HFSW,,3h,1h,2h,,todd.zheng-HFSW,2023/12/6 18:49,GV57CEU_ITR
#6923,FAE_BUG,,SW[SMS] Command SMS from API not executed [GV310LAU - GTS],RESOLVED,todd.zheng-HFSW,,0h,0h,0h,,felipe.mendez,2023/11/16 7:43,GV310LAU
#6635,FAE_BUG,,SW[GV310LAU] Erroneous Network Information [FAE México],RESOLVED,todd.zheng-HFSW,,0h,0h,0h,,felipe.mendez,2023/11/8 7:32,GV310LAU
#6601,FAE_BUG,,SW [SMS] Device recive but dont process the SMS when received thru API [GTS],RESOLVED,todd.zheng-HFSW,,0h,0h,0h,,fpcastillo,2023/11/7 10:22,GV310LAU
#6255,需求,,BB[GNSS Accuracy] Show GNSS Accuracy regardless of message type [Ituran Br],NO_RESPONSE,todd.zheng-HFSW,,0h,0h,0h,,fpcastillo,2023/10/26 4:46,GV57CEU_ITR
#5014,缺陷,Major,ST[UDT] UDT Mode范围与协议不一致,关闭,todd.zheng-HFSW,,0h,0h,0h,0,diana.ye-HFST,2023/9/12 9:37,GV310LAU
#91,缺陷,Major,ST[SRI]SRI模式8，回读的配置错误,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/4/6 11:50,GV57CG
#90,缺陷,Critical,ST[SRI]SRI模式8，上报报文的类型错误,关闭,todd.zheng-HFSW,,0h,0h,0h,0,shyla.wu-HFST,2023/4/6 11:45,GV57CG
#10500,缺陷,Major,ST[LGN]confiduration string设置250个字节的字符时LGN报文上报乱码,待处理,rain.wu-HFSW,,0h,0h,0h,0,helena.hu-HFST,2024/2/28 10:44,GV58CG_FRT
#10498,缺陷,Critical,ST[LGN]reboot reason上报错误,待处理,rain.wu-HFSW,,0h,0h,0h,0,helena.hu-HFST,2024/2/28 10:21,GV58CG_FRT
#10492,缺陷,Major,ST[LGN]RTO-3B参数Configuration string范围和协议不一致,待处理,rain.wu-HFSW,,0h,0h,0h,0,helena.hu-HFST,2024/2/28 10:01,GV58CG_FRT
